#layer,exec_idx,name,op,bytes,last_use
7,8,node_1414,ADD,16384,9
7,9,node_1415,ADD,16384,10
7,10,node_1416,ADD,16384,11
7,11,ffn_moe_out-7,ADD,16384,-1
8,0,ffn_moe_gate-8,MUL_MAT_ID,49152,1
8,1,ffn_moe_gate_clamped-8,CLAMP,49152,4
8,2,ffn_moe_up-8,MUL_MAT_ID,49152,3
8,3,ffn_moe_up_clamped-8,CLAMP,49152,4
8,4,ffn_moe_swiglu_limited-8,GLU,49152,5
8,5,ffn_moe_down-8,MUL_MAT_ID,98304,6
8,6,ffn_moe_weighted-8,MUL,98304,11
8,7,node_1663,ADD,16384,8
8,8,node_1664,ADD,16384,9
8,9,node_1665,ADD,16384,10
8,10,node_1666,ADD,16384,11
8,11,ffn_moe_out-8,ADD,16384,-1
9,0,ffn_moe_gate-9,MUL_MAT_ID,49152,1
9,1,ffn_moe_gate_clamped-9,CLAMP,49152,4
9,2,ffn_moe_up-9,MUL_MAT_ID,49152,3
9,3,ffn_moe_up_clamped-9,CLAMP,49152,4
9,4,ffn_moe_swiglu_limited-9,GLU,49152,5
9,5,ffn_moe_down-9,MUL_MAT_ID,98304,6
9,6,ffn_moe_weighted-9,MUL,98304,11
9,7,node_1814,ADD,16384,8
9,8,node_1815,ADD,16384,9
9,9,node_1816,ADD,16384,10
9,10,node_1817,ADD,16384,11
9,11,ffn_moe_out-9,ADD,16384,-1
10,0,ffn_moe_gate-10,MUL_MAT_ID,49152,1
10,1,ffn_moe_gate_clamped-10,CLAMP,49152,4
10,2,ffn_moe_up-10,MUL_MAT_ID,49152,3
10,3,ffn_moe_up_clamped-10,CLAMP,49152,4
10,4,ffn_moe_swiglu_limited-10,GLU,49152,5
10,5,ffn_moe_down-10,MUL_MAT_ID,98304,6
10,6,ffn_moe_weighted-10,MUL,98304,11
10,7,node_2064,ADD,16384,8
10,8,node_2065,ADD,16384,9
10,9,node_2066,ADD,16384,10
10,10,node_2067,ADD,16384,11
10,11,ffn_moe_out-10,ADD,16384,-1
11,0,ffn_moe_gate-11,MUL_MAT_ID,49152,1
11,1,ffn_moe_gate_clamped-11,CLAMP,49152,4
11,2,ffn_moe_up-11,MUL_MAT_ID,49152,3
11,3,ffn_moe_up_clamped-11,CLAMP,49152,4
11,4,ffn_moe_swiglu_limited-11,GLU,49152,5
11,5,ffn_moe_down-11,MUL_MAT_ID,98304,6
11,6,ffn_moe_weighted-11,MUL,98304,11
11,7,node_2215,ADD,16384,8
11,8,node_2216,ADD,16384,9
11,9,node_2217,ADD,16384,10
11,10,node_2218,ADD,16384,11
11,11,ffn_moe_out-11,ADD,16384,-1
12,0,ffn_moe_gate-12,MUL_MAT_ID,49152,1
12,1,ffn_moe_gate_clamped-12,CLAMP,49152,4
12,2,ffn_moe_up-12,MUL_MAT_ID,49152,3
12,3,ffn_moe_up_clamped-12,CLAMP,49152,4
12,4,ffn_moe_swiglu_limited-12,GLU,49152,5
12,5,ffn_moe_down-12,MUL_MAT_ID,98304,6
12,6,ffn_moe_weighted-12,MUL,98304,11
12,7,node_2465,ADD,16384,8
12,8,node_2466,ADD,16384,9
12,9,node_2467,ADD,16384,10
12,10,node_2468,ADD,16384,11
12,11,ffn_moe_out-12,ADD,16384,-1
13,0,ffn_moe_gate-13,MUL_MAT_ID,49152,1
13,1,ffn_moe_gate_clamped-13,CLAMP,49152,4
13,2,ffn_moe_up-13,MUL_MAT_ID,49152,3
13,3,ffn_moe_up_clamped-13,CLAMP,49152,4
13,4,ffn_moe_swiglu_limited-13,GLU,49152,5
13,5,ffn_moe_down-13,MUL_MAT_ID,98304,6
13,6,ffn_moe_weighted-13,MUL,98304,11
13,7,node_2616,ADD,16384,8
13,8,node_2617,ADD,16384,9
13,9,node_2618,ADD,16384,10
13,10,node_2619,ADD,16384,11
13,11,ffn_moe_out-13,ADD,16384,-1
14,0,ffn_moe_gate-14,MUL_MAT_ID,49152,1
14,1,ffn_moe_gate_clamped-14,CLAMP,49152,4
14,2,ffn_moe_up-14,MUL_MAT_ID,49152,3
14,3,ffn_moe_up_clamped-14,CLAMP,49152,4
14,4,ffn_moe_swiglu_limited-14,GLU,49152,5
14,5,ffn_moe_down-14,MUL_MAT_ID,98304,6
14,6,ffn_moe_weighted-14,MUL,98304,11
14,7,node_2866,ADD,16384,8
14,8,node_2867,ADD,16384,9
14,9,node_2868,ADD,16384,10
14,10,node_2869,ADD,16384,11
14,11,ffn_moe_out-14,ADD,16384,-1
15,0,ffn_moe_gate-15,MUL_MAT_ID,49152,1
15,1,ffn_moe_gate_clamped-15,CLAMP,49152,4
15,2,ffn_moe_up-15,MUL_MAT_ID,49152,3
15,3,ffn_moe_up_clamped-15,CLAMP,49152,4
15,4,ffn_moe_swiglu_limited-15,GLU,49152,5
15,5,ffn_moe_down-15,MUL_MAT_ID,98304,6
15,6,ffn_moe_weighted-15,MUL,98304,11
15,7,node_3017,ADD,16384,8
15,8,node_3018,ADD,16384,9
15,9,node_3019,ADD,16384,10
15,10,node_3020,ADD,16384,11
15,11,ffn_moe_out-15,ADD,16384,-1
16,0,ffn_moe_gate-16,MUL_MAT_ID,49152,1
16,1,ffn_moe_gate_clamped-16,CLAMP,49152,4
16,2,ffn_moe_up-16,MUL_MAT_ID,49152,3
16,3,ffn_moe_up_clamped-16,CLAMP,49152,4
16,4,ffn_moe_swiglu_limited-16,GLU,49152,5
16,5,ffn_moe_down-16,MUL_MAT_ID,98304,6
16,6,ffn_moe_weighted-16,MUL,98304,11
16,7,node_3267,ADD,16384,8
16,8,node_3268,ADD,16384,9
16,9,node_3269,ADD,16384,10
16,10,node_3270,ADD,16384,11
16,11,ffn_moe_out-16,ADD,16384,-1
17,0,ffn_moe_gate-17,MUL_MAT_ID,49152,1
17,1,ffn_moe_gate_clamped-17,CLAMP,49152,4
17,2,ffn_moe_up-17,MUL_MAT_ID,49152,3
17,3,ffn_moe_up_clamped-17,CLAMP,49152,4
17,4,ffn_moe_swiglu_limited-17,GLU,49152,5
17,5,ffn_moe_down-17,MUL_MAT_ID,98304,6
17,6,ffn_moe_weighted-17,MUL,98304,11
17,7,node_3418,ADD,16384,8
17,8,node_3419,ADD,16384,9
17,9,node_3420,ADD,16384,10
17,10,node_3421,ADD,16384,11
17,11,ffn_moe_out-17,ADD,16384,-1
18,0,ffn_moe_gate-18,MUL_MAT_ID,49152,1
18,1,ffn_moe_gate_clamped-18,CLAMP,49152,4
18,2,ffn_moe_up-18,MUL_MAT_ID,49152,3
18,3,ffn_moe_up_clamped-18,CLAMP,49152,4
18,4,ffn_moe_swiglu_limited-18,GLU,49152,5
18,5,ffn_moe_down-18,MUL_MAT_ID,98304,6
18,6,ffn_moe_weighted-18,MUL,98304,11
18,7,node_3668,ADD,16384,8
18,8,node_3669,ADD,16384,9
18,9,node_3670,ADD,16384,10
18,10,node_3671,ADD,16384,11
18,11,ffn_moe_out-18,ADD,16384,-1
19,0,ffn_moe_gate-19,MUL_MAT_ID,49152,1
19,1,ffn_moe_gate_clamped-19,CLAMP,49152,4
19,2,ffn_moe_up-19,MUL_MAT_ID,49152,3
19,3,ffn_moe_up_clamped-19,CLAMP,49152,4
19,4,ffn_moe_swiglu_limited-19,GLU,49152,5
19,5,ffn_moe_down-19,MUL_MAT_ID,98304,6
19,6,ffn_moe_weighted-19,MUL,98304,11
19,7,node_3819,ADD,16384,8
19,8,node_3820,ADD,16384,9
19,9,node_3821,ADD,16384,10
19,10,node_3822,ADD,16384,11
19,11,ffn_moe_out-19,ADD,16384,-1
20,0,ffn_moe_gate-20,MUL_MAT_ID,49152,1
20,1,ffn_moe_gate_clamped-20,CLAMP,49152,4
20,2,ffn_moe_up-20,MUL_MAT_ID,49152,3
20,3,ffn_moe_up_clamped-20,CLAMP,49152,4
20,4,ffn_moe_swiglu_limited-20,GLU,49152,5
20,5,ffn_moe_down-20,MUL_MAT_ID,98304,6
20,6,ffn_moe_weighted-20,MUL,98304,11
20,7,node_4069,ADD,16384,8
20,8,node_4070,ADD,16384,9
20,9,node_4071,ADD,16384,10
20,10,node_4072,ADD,16384,11
20,11,ffn_moe_out-20,ADD,16384,-1
21,0,ffn_moe_gate-21,MUL_MAT_ID,49152,1
21,1,ffn_moe_gate_clamped-21,CLAMP,49152,4
21,2,ffn_moe_up-21,MUL_MAT_ID,49152,3
21,3,ffn_moe_up_clamped-21,CLAMP,49152,4
21,4,ffn_moe_swiglu_limited-21,GLU,49152,5
21,5,ffn_moe_down-21,MUL_MAT_ID,98304,6
21,6,ffn_moe_weighted-21,MUL,98304,11
21,7,node_4220,ADD,16384,8
21,8,node_4221,ADD,16384,9
21,9,node_4222,ADD,16384,10
21,10,node_4223,ADD,16384,11
21,11,ffn_moe_out-21,ADD,16384,-1
22,0,ffn_moe_gate-22,MUL_MAT_ID,49152,1
22,1,ffn_moe_gate_clamped-22,CLAMP,49152,4
22,2,ffn_moe_up-22,MUL_MAT_ID,49152,3
22,3,ffn_moe_up_clamped-22,CLAMP,49152,4
22,4,ffn_moe_swiglu_limited-22,GLU,49152,5
22,5,ffn_moe_down-22,MUL_MAT_ID,98304,6
22,6,ffn_moe_weighted-22,MUL,98304,11
22,7,node_4470,ADD,16384,8
22,8,node_4471,ADD,16384,9
22,9,node_4472,ADD,16384,10
22,10,node_4473,ADD,16384,11
22,11,ffn_moe_out-22,ADD,16384,-1
23,0,ffn_moe_gate-23,MUL_MAT_ID,49152,1
23,1,ffn_moe_gate_clamped-23,CLAMP,49152,4
23,2,ffn_moe_up-23,MUL_MAT_ID,49152,3
23,3,ffn_moe_up_clamped-23,CLAMP,49152,4
23,4,ffn_moe_swiglu_limited-23,GLU,49152,5
23,5,ffn_moe_down-23,MUL_MAT_ID,98304,6
23,6,ffn_moe_weighted-23,MUL,98304,11
23,7,node_4621,ADD,16384,8
23,8,node_4622,ADD,16384,9
23,9,node_4623,ADD,16384,10
23,10,node_4624,ADD,16384,11
23,11,ffn_moe_out-23,ADD,16384,-1
24,0,ffn_moe_gate-24,MUL_MAT_ID,49152,1
24,1,ffn_moe_gate_clamped-24,CLAMP,49152,4
24,2,ffn_moe_up-24,MUL_MAT_ID,49152,3
24,3,ffn_moe_up_clamped-24,CLAMP,49152,4
24,4,ffn_moe_swiglu_limited-24,GLU,49152,5
24,5,ffn_moe_down-24,MUL_MAT_ID,98304,6
24,6,ffn_moe_weighted-24,MUL,98304,11
24,7,node_4871,ADD,16384,8
24,8,node_4872,ADD,16384,9
24,9,node_4873,ADD,16384,10
24,10,node_4874,ADD,16384,11
24,11,ffn_moe_out-24,ADD,16384,-1
25,0,ffn_moe_gate-25,MUL_MAT_ID,49152,1
25,1,ffn_moe_gate_clamped-25,CLAMP,49152,4
25,2,ffn_moe_up-25,MUL_MAT_ID,49152,3
25,3,ffn_moe_up_clamped-25,CLAMP,49152,4
25,4,ffn_moe_swiglu_limited-25,GLU,49152,5
25,5,ffn_moe_down-25,MUL_MAT_ID,98304,6
25,6,ffn_moe_weighted-25,MUL,98304,11
25,7,node_5022,ADD,16384,8
25,8,node_5023,ADD,16384,9
25,9,node_5024,ADD,16384,10
25,10,node_5025,ADD,16384,11
25,11,ffn_moe_out-25,ADD,16384,-1
26,0,ffn_moe_gate-26,MUL_MAT_ID,49152,1
26,1,ffn_moe_gate_clamped-26,CLAMP,49152,4
26,2,ffn_moe_up-26,MUL_MAT_ID,49152,3
26,3,ffn_moe_up_clamped-26,CLAMP,49152,4
26,4,ffn_moe_swiglu_limited-26,GLU,49152,5
26,5,ffn_moe_down-26,MUL_MAT_ID,98304,6
26,6,ffn_moe_weighted-26,MUL,98304,11
26,7,node_5272,ADD,16384,8
26,8,node_5273,ADD,16384,9
26,9,node_5274,ADD,16384,10
26,10,node_5275,ADD,16384,11
26,11,ffn_moe_out-26,ADD,16384,-1
27,0,ffn_moe_gate-27,MUL_MAT_ID,49152,1
27,1,ffn_moe_gate_clamped-27,CLAMP,49152,4
27,2,ffn_moe_up-27,MUL_MAT_ID,49152,3
27,3,ffn_moe_up_clamped-27,CLAMP,49152,4
27,4,ffn_moe_swiglu_limited-27,GLU,49152,5
27,5,ffn_moe_down-27,MUL_MAT_ID,98304,6
27,6,ffn_moe_weighted-27,MUL,98304,11
27,7,node_5423,ADD,16384,8
27,8,node_5424,ADD,16384,9
27,9,node_5425,ADD,16384,10
27,10,node_5426,ADD,16384,11
27,11,ffn_moe_out-27,ADD,16384,-1
28,0,ffn_moe_gate-28,MUL_MAT_ID,49152,1
28,1,ffn_moe_gate_clamped-28,CLAMP,49152,4
28,2,ffn_moe_up-28,MUL_MAT_ID,49152,3
28,3,ffn_moe_up_clamped-28,CLAMP,49152,4
28,4,ffn_moe_swiglu_limited-28,GLU,49152,5
28,5,ffn_moe_down-28,MUL_MAT_ID,98304,6
28,6,ffn_moe_weighted-28,MUL,98304,11
28,7,node_5673,ADD,16384,8
28,8,node_5674,ADD,16384,9
28,9,node_5675,ADD,16384,10
28,10,node_5676,ADD,16384,11
28,11,ffn_moe_out-28,ADD,16384,-1
29,0,ffn_moe_gate-29,MUL_MAT_ID,49152,1
29,1,ffn_moe_gate_clamped-29,CLAMP,49152,4
29,2,ffn_moe_up-29,MUL_MAT_ID,49152,3
29,3,ffn_moe_up_clamped-29,CLAMP,49152,4
29,4,ffn_moe_swiglu_limited-29,GLU,49152,5
29,5,ffn_moe_down-29,MUL_MAT_ID,98304,6
29,6,ffn_moe_weighted-29,MUL,98304,11
29,7,node_5824,ADD,16384,8
29,8,node_5825,ADD,16384,9
29,9,node_5826,ADD,16384,10
29,10,node_5827,ADD,16384,11
29,11,ffn_moe_out-29,ADD,16384,-1
30,0,ffn_moe_gate-30,MUL_MAT_ID,49152,1
30,1,ffn_moe_gate_clamped-30,CLAMP,49152,4
30,2,ffn_moe_up-30,MUL_MAT_ID,49152,3
30,3,ffn_moe_up_clamped-30,CLAMP,49152,4
30,4,ffn_moe_swiglu_limited-30,GLU,49152,5
30,5,ffn_moe_down-30,MUL_MAT_ID,98304,6
30,6,ffn_moe_weighted-30,MUL,98304,11
30,7,node_6074,ADD,16384,8
30,8,node_6075,ADD,16384,9
30,9,node_6076,ADD,16384,10
30,10,node_6077,ADD,16384,11
30,11,ffn_moe_out-30,ADD,16384,-1
31,0,ffn_moe_gate-31,MUL_MAT_ID,49152,1
31,1,ffn_moe_gate_clamped-31,CLAMP,49152,4
31,2,ffn_moe_up-31,MUL_MAT_ID,49152,3
31,3,ffn_moe_up_clamped-31,CLAMP,49152,4
31,4,ffn_moe_swiglu_limited-31,GLU,49152,5
31,5,ffn_moe_down-31,MUL_MAT_ID,98304,6
31,6,ffn_moe_weighted-31,MUL,98304,11
31,7,node_6225,ADD,16384,8
31,8,node_6226,ADD,16384,9
31,9,node_6227,ADD,16384,10
31,10,node_6228,ADD,16384,11
31,11,ffn_moe_out-31,ADD,16384,-1
32,0,ffn_moe_gate-32,MUL_MAT_ID,49152,1
32,1,ffn_moe_gate_clamped-32,CLAMP,49152,4
32,2,ffn_moe_up-32,MUL_MAT_ID,49152,3
32,3,ffn_moe_up_clamped-32,CLAMP,49152,4
32,4,ffn_moe_swiglu_limited-32,GLU,49152,5
32,5,ffn_moe_down-32,MUL_MAT_ID,98304,6
32,6,ffn_moe_weighted-32,MUL,98304,11
32,7,node_6475,ADD,16384,8
32,8,node_6476,ADD,16384,9
32,9,node_6477,ADD,16384,10
32,10,node_6478,ADD,16384,11
32,11,ffn_moe_out-32,ADD,16384,-1
33,0,ffn_moe_gate-33,MUL_MAT_ID,49152,1
33,1,ffn_moe_gate_clamped-33,CLAMP,49152,4
33,2,ffn_moe_up-33,MUL_MAT_ID,49152,3
33,3,ffn_moe_up_clamped-33,CLAMP,49152,4
33,4,ffn_moe_swiglu_limited-33,GLU,49152,5
33,5,ffn_moe_down-33,MUL_MAT_ID,98304,6
33,6,ffn_moe_weighted-33,MUL,98304,11
33,7,node_6626,ADD,16384,8
33,8,node_6627,ADD,16384,9
33,9,node_6628,ADD,16384,10
33,10,node_6629,ADD,16384,11
33,11,ffn_moe_out-33,ADD,16384,-1
34,0,ffn_moe_gate-34,MUL_MAT_ID,49152,1
34,1,ffn_moe_gate_clamped-34,CLAMP,49152,4
34,2,ffn_moe_up-34,MUL_MAT_ID,49152,3
34,3,ffn_moe_up_clamped-34,CLAMP,49152,4
34,4,ffn_moe_swiglu_limited-34,GLU,49152,5
34,5,ffn_moe_down-34,MUL_MAT_ID,98304,6
34,6,ffn_moe_weighted-34,MUL,98304,11
34,7,node_6876,ADD,16384,8
34,8,node_6877,ADD,16384,9
34,9,node_6878,ADD,16384,10
34,10,node_6879,ADD,16384,11
34,11,ffn_moe_out-34,ADD,16384,-1
35,0,ffn_moe_gate-35,MUL_MAT_ID,49152,1
35,1,ffn_moe_gate_clamped-35,CLAMP,49152,4
35,2,ffn_moe_up-35,MUL_MAT_ID,49152,3
35,3,ffn_moe_up_clamped-35,CLAMP,49152,4
35,4,ffn_moe_swiglu_limited-35,GLU,49152,5
35,5,ffn_moe_down-35,MUL_MAT_ID,98304,6
35,6,ffn_moe_weighted-35,MUL,98304,11
35,7,node_7027,ADD,16384,8
35,8,node_7028,ADD,16384,9
35,9,node_7029,ADD,16384,10
35,10,node_7030,ADD,16384,11
35,11,ffn_moe_out-35,ADD,16384,-1
36,0,ffn_moe_gate-36,MUL_MAT_ID,49152,1
36,1,ffn_moe_gate_clamped-36,CLAMP,49152,4
36,2,ffn_moe_up-36,MUL_MAT_ID,49152,3
36,3,ffn_moe_up_clamped-36,CLAMP,49152,4
36,4,ffn_moe_swiglu_limited-36,GLU,49152,5
36,5,ffn_moe_down-36,MUL_MAT_ID,98304,6
36,6,ffn_moe_weighted-36,MUL,98304,11
36,7,node_7277,ADD,16384,8
36,8,node_7278,ADD,16384,9
36,9,node_7279,ADD,16384,10
36,10,node_7280,ADD,16384,11
36,11,ffn_moe_out-36,ADD,16384,-1
37,0,ffn_moe_gate-37,MUL_MAT_ID,49152,1
37,1,ffn_moe_gate_clamped-37,CLAMP,49152,4
37,2,ffn_moe_up-37,MUL_MAT_ID,49152,3
37,3,ffn_moe_up_clamped-37,CLAMP,49152,4
37,4,ffn_moe_swiglu_limited-37,GLU,49152,5
37,5,ffn_moe_down-37,MUL_MAT_ID,98304,6
37,6,ffn_moe_weighted-37,MUL,98304,11
37,7,node_7428,ADD,16384,8
37,8,node_7429,ADD,16384,9
37,9,node_7430,ADD,16384,10
37,10,node_7431,ADD,16384,11
37,11,ffn_moe_out-37,ADD,16384,-1
38,0,ffn_moe_gate-38,MUL_MAT_ID,49152,1
38,1,ffn_moe_gate_clamped-38,CLAMP,49152,4
38,2,ffn_moe_up-38,MUL_MAT_ID,49152,3
38,3,ffn_moe_up_clamped-38,CLAMP,49152,4
38,4,ffn_moe_swiglu_limited-38,GLU,49152,5
38,5,ffn_moe_down-38,MUL_MAT_ID,98304,6
38,6,ffn_moe_weighted-38,MUL,98304,11
38,7,node_7678,ADD,16384,8
38,8,node_7679,ADD,16384,9
38,9,node_7680,ADD,16384,10
38,10,node_7681,ADD,16384,11
38,11,ffn_moe_out-38,ADD,16384,-1
39,0,ffn_moe_gate-39,MUL_MAT_ID,49152,1
39,1,ffn_moe_gate_clamped-39,CLAMP,49152,4
39,2,ffn_moe_up-39,MUL_MAT_ID,49152,3
39,3,ffn_moe_up_clamped-39,CLAMP,49152,4
39,4,ffn_moe_swiglu_limited-39,GLU,49152,5
39,5,ffn_moe_down-39,MUL_MAT_ID,98304,6
39,6,ffn_moe_weighted-39,MUL,98304,11
39,7,node_7829,ADD,16384,8
39,8,node_7830,ADD,16384,9
39,9,node_7831,ADD,16384,10
39,10,node_7832,ADD,16384,11
39,11,ffn_moe_out-39,ADD,16384,-1
40,0,ffn_moe_gate-40,MUL_MAT_ID,49152,1
40,1,ffn_moe_gate_clamped-40,CLAMP,49152,4
40,2,ffn_moe_up-40,MUL_MAT_ID,49152,3
40,3,ffn_moe_up_clamped-40,CLAMP,49152,4
40,4,ffn_moe_swiglu_limited-40,GLU,49152,5
40,5,ffn_moe_down-40,MUL_MAT_ID,98304,6
40,6,ffn_moe_weighted-40,MUL,98304,11
40,7,node_8079,ADD,16384,8
40,8,node_8080,ADD,16384,9
40,9,node_8081,ADD,16384,10
40,10,node_8082,ADD,16384,11
40,11,ffn_moe_out-40,ADD,16384,-1
41,0,ffn_moe_gate-41,MUL_MAT_ID,49152,1
41,1,ffn_moe_gate_clamped-41,CLAMP,49152,4
41,2,ffn_moe_up-41,MUL_MAT_ID,49152,3
41,3,ffn_moe_up_clamped-41,CLAMP,49152,4
41,4,ffn_moe_swiglu_limited-41,GLU,49152,5
41,5,ffn_moe_down-41,MUL_MAT_ID,98304,6
41,6,ffn_moe_weighted-41,MUL,98304,11
41,7,node_8230,ADD,16384,8
41,8,node_8231,ADD,16384,9
41,9,node_8232,ADD,16384,10
41,10,node_8233,ADD,16384,11
41,11,ffn_moe_out-41,ADD,16384,-1
42,0,ffn_moe_gate-42,MUL_MAT_ID,49152,1
42,1,ffn_moe_gate_clamped-42,CLAMP,49152,4
42,2,ffn_moe_up-42,MUL_MAT_ID,49152,3
42,3,ffn_moe_up_clamped-42,CLAMP,49152,4
42,4,ffn_moe_swiglu_limited-42,GLU,49152,5
42,5,ffn_moe_down-42,MUL_MAT_ID,98304,6
42,6,ffn_moe_weighted-42,MUL,98304,11
42,7,node_8480,ADD,16384,8
42,8,node_8481,ADD,16384,9
42,9,node_8482,ADD,16384,10
42,10,node_8483,ADD,16384,11
42,11,ffn_moe_out-42,ADD,16384,-1
